,text,Positive,Negative,Neutral,Compound,Status
1758," No. 107

Won our 3rd Sports Emmyâ€”itâ€™s my 1st credit as a Producer for Outstanding Esports Coverage

Thankful to be part of such a resilient, innovative, &amp; hardworking prod team. Iâ€™m esp grateful for my SOâ€™s support for 18+mos WFH bcast

Dedicated to Chewie â™¡ ",41.4,3.5999999999999996,55.00000000000001,97.32,neg
1759, I hated setting that piece of shit up for my mother WFH computer. I've had to work w/her IT 3 times b/c it's such a piece of shit.,0.0,34.1,65.9,-90.81,pos
1760,"Good Morning Great people just some words of encouragement for our parent Entrepreneurs Let us lay aside every weight that so easily beset us(Hebrew12:1)â€¦.have a good day!!!
   ",44.3,0.0,55.7,94.93,neg
1761,praying i get this wfh job ðŸ˜©ðŸ˜©,33.300000000000004,0.0,66.7,36.120000000000005,neg
1762,I hate applying to WFH jobs cause they always want you to take a damn assessment ðŸ™„,6.6000000000000005,32.5,60.9,-72.69,pos
1763,Iâ€™ve had two jobs call this morning for WFH jobs and I forgot I  applied but Thank God,29.599999999999998,0.0,70.39999999999999,70.96000000000001,neg
1764,"RT  ðŸŒŠðŸšðŸ ðŸ¦€Coastal Scenery - Beach &amp; RocksðŸ¦€ðŸ ðŸšðŸŒŠ
  

Improve Memory Meditation Music (Isochroniâ€¦",19.5,0.0,80.5,44.04,neg
1765,in more stories of i'm a bad jew: simchat torah chanting from the yeshiva across the street is the soundtrack to... my wfh day ,0.0,13.700000000000001,86.3,-54.230000000000004,pos
1766,"Are you an employer feeling overwhelmed with having to implement a WFH or vaccination policy? Do you want to reduce risk and help employees feel safe and supported?
 
On October 14th join Karine Dion and Jim Anstey for this free webinar. Register now! 
 ",34.699999999999996,3.9,61.4,92.64,neg
1767," Iâ€™d add that I feel for you - and for them. Us PAs were in the same boat as your secretaries until we HAD to work from home, and the firm were amazed that we could. We now get to WFH the same as the lawyers and other teams.",6.5,0.0,93.5,49.39,neg
1768,I'm back in the office 2 days/week and am definitely one of those people who need a mix of WFH and in-office,12.4,0.0,87.6,40.19,neg
1769,"We are recruiting Digital Engagement Assistant to join our team 

To apply go to ðŸ‘‡

ðŸ”¹  ðŸ”¹

Home-based, full time, 35h a week.
Closing date: 5th October 2021

      ",17.2,0.0,82.8,63.690000000000005,neg
1770,"HUL is looking for industrial training who have completed their 1.5 years of articleship in the Finance Department.

1. Advance ITT/GMCS (both or anyone completed will be preferred)
2. Tenure will be 1.5 years.
3. Location- Mumbai (right now WFH but may need to join office soon)",5.7,0.0,94.3,42.15,neg
1771,"RT  What is your favorite kind of coffee to have when starting your work day? â˜•ï¸ 
Hot, Iced, Black, Sweet?

Comment Below &amp;â€¦",23.200000000000003,0.0,76.8,74.76,neg
1772,Navratri are on door steps and one of the best think to eat in fat is Sabu dana so hear is the recipe of khichdi recipe recently uploaded link in bio go there and enjoyðŸ˜ŠðŸ˜          ,11.0,0.0,89.0,63.690000000000005,neg
1773,"RT  ðŸŒŠðŸ¬ðŸ¦€ðŸ¦ˆCoastal Scenery - Pebble BeachðŸ¦ˆðŸ¦€ðŸ¬ðŸŒŠ
  

Injury Recovery Meditation Music (Isochroniâ€¦",0.0,23.7,76.3,-42.15,pos
1774,I love WFH because my vibe is never off. I choose who I interact with on a daily.,24.4,0.0,75.6,63.690000000000005,neg
1775,"All Iâ€™m saying is pick your battles wisely, because I guarantee she only heard me do that like one night. I know at least her husband is WFH and they also havenâ€™t even heard the mystery animals that like to claw around in the ceiling yet lol",23.200000000000003,4.8,72.0,84.02,neg
1776,"Burnt out? Exhausted? Youâ€™re not Alone! 
    
",19.6,35.4,45.0,-34.25,pos
1777,"If you're one of the many who've relocated due to the WFH situation, here are some packing tips to cut your move time in half: ",0.0,8.0,92.0,-27.32,pos
1778," Even if there is a legitimate reason a person cannot be vaccinated, they shouldn't get an exemption. They can WFH or find a job where they don't interact with others. No one has the right to infect other people, regardless of the reason.",0.0,5.3,94.69999999999999,-29.599999999999998,pos
1779,"I have people I donâ€™t like at work but I wfh so it doesnâ€™t matter but Iâ€™ve also  still managed to make a work friend. We donâ€™t share overly personal things with each other, we just have casual convos via Microsoft teams",27.6,0.0,72.39999999999999,89.09,neg
1780,"Interested in the cross-fertilization between these two recent articles on WFH or lack thereof
",15.9,13.5,70.6,10.27,neg
1781,"RT  ðŸšðŸ ðŸ¬ðŸŒŠCoastal Scenery - Beach &amp; RocksðŸŒŠðŸ¬ðŸ ðŸš
  

Anti Aging Meditation Music (Isochronic +â€¦",0.0,15.0,85.0,-31.819999999999997,pos
1782,"Yâ€™all wtf this man is as sarcastic as me, has the same sense of humor, &amp; has been checking in on me since this morning to make sure Iâ€™m ok b/c he knows these allergies kicking my ass &amp; Iâ€™m wfh today ???? ðŸ¥ºðŸ˜­ðŸ˜­",12.0,18.7,69.3,-68.67999999999999,pos
1783,"RT  Our dream WFH attire ðŸ˜

During the C.17th, the introduction of the Japanese kimono to Western society popularised the desire fâ€¦",26.400000000000002,0.0,73.6,70.03,neg
1784, Nick Bloom  &amp; Steve Davis  suggest that a fully connected WFH environment leads to greater  and well-being. Read their recent AESG paper here:  ,10.6,0.0,89.4,36.120000000000005,neg
1785,"We are going to bring up some topics on burn out, proactively taking time, WFH, but Iâ€™m honestly just so excited to see all the insane excuses, creativity was encouraged. They trusted me enough to include me so I gotta have a good one ðŸ‘€",36.3,5.7,57.9,96.39999999999999,neg
1786,Free  virtual conference 2021.  Watch 17 free live sessions--bring your teams.   &amp;   11/1 â€“ 11/12              ,33.7,0.0,66.3,76.5,neg
1787,"RT  Hi, I'm still hoping to speak to minorities who found wfh somewhat liberating after no longer having to deal with microagâ€¦",11.3,7.8,80.9,21.77,neg
1788,In the office today! Feels nice for a bit of change. But also really nice knowing itâ€™s as needed and WFH is the standard.,21.9,0.0,78.10000000000001,70.88,neg
1789,"Not all WFH spaces are created equal. Viviâ€™s ideal setup for ultimate productivity and comfort features include: â€œAn absurd amount of dry erase markers and pens, a candle that smells like a coconut, and my picture of me and my best friend.â€ ",29.4,0.0,70.6,92.74,neg
1790, I think many companies demand now that employees live at driving distance to the office but still leave a few days a week to WFH. This means companies will still need less office space but workers still have to be near,0.0,6.6000000000000005,93.4,-14.06,pos
1791," That's one thing i've not missed during this WFH malarky, commuting and the x78 ðŸ˜….",11.899999999999999,0.0,88.1,22.35,neg
1792,RT  I was sitting on my stairs WFH and they said they came. I was like why lie? And they came back lmao cus what,23.400000000000002,0.0,76.6,75.06,neg
1793,I was sitting on my stairs WFH and they said they came. I was like why lie? And they came back lmao cus what ,24.2,0.0,75.8,75.06,neg
1794,"Procter &amp; Gamble, Wipro, HDFC, Axis Bank, Yes Bank and Deloitte are among the top corporates getting ready to re-open their offices as the steel-and-glass symbols of shining India are scrubbed clean to play host to the first set of staff in about a year  ",23.7,0.0,76.3,87.79,neg
1795,"10 ways to avoid work-from-home  -    

 via  

             ",0.0,30.599999999999998,69.39999999999999,-29.599999999999998,pos
1796,Iâ€™m about to pick up my teenage â€œchildâ€ pray for my pockets on the WFH day,13.3,0.0,86.7,31.819999999999997,neg
1797,"My PTO restarts on Oct. 16th and I just realized I havenâ€™t even used half of it. 

The guilt associated to taking a day off for no reason when WFH is gross.",0.0,22.2,77.8,-75.06,pos
1798,"The good thing with WFH is when I tear my hair out, no one is here to see me go crazy.",11.799999999999999,18.8,69.39999999999999,-17.79,pos
1799,"Thank you,  for being our guest and sharing with us this exciting topic: Workplace Burnout .
Full episode 
     ",39.300000000000004,0.0,60.699999999999996,84.22,neg
1800,WFH is really some shit when them niggas leaf blowing right outside ya window lmaooo. Sound like they been out there bout 3 hours,8.7,21.8,69.5,-58.29,pos
1801,A visual representation of my mental health trying to cope with the â€œstormâ€ of a global pandemic and ridiculous amounts of WFH paperworks every day. ,0.0,10.2,89.8,-36.120000000000005,pos
1802,"Maybe we shouldn't have made those jokes,   But you know us. We are sassy sailors that smart off over everything. So we got salty. Oops. That 3rd modem lasted A WHOLE NIGHT. The hubs is WFH today on our  account, which drops service ~3x/day. 5/",10.100000000000001,0.0,89.9,57.19,neg
1803,"WFH Wednesday: Our QA Engineer Brandon doesn't believe you can have too many screens.ðŸ–¥ï¸ðŸ–¥ï¸ðŸ–¥ï¸ðŸ‘€ 

Be a part of our fully remote team and work wherever youâ€™re happiest!  

       ",15.2,0.0,84.8,66.96,neg
1804,I know it isn't just me... but even after more than a year... this kind of WFH set up still stresses me!!!! the kind of anxiety it gives is just overwhelming... ðŸ¥ºðŸ¥ºðŸ¥º,0.0,21.5,78.5,-82.52000000000001,pos
1805,"Hello, looking for a part-time researcher (research lang ng youtube videos ganyan), preferably a student who has an internet connection.

Paying $100 per month. PM me if interested.

  ",9.700000000000001,0.0,90.3,40.19,neg
1806,"ðŸŽ© is  Head of  for a SPA. It's already one of Europe's fastest-growing Apps
ðŸ’°&lt;Â£90k+ stock options &amp; bonus
ðŸ› ï¸NextJS &amp; React in addition to SEO tools
ðŸŒWFH in UK, London 2 weeks
Apply using the link belowðŸ‘‡

     ",8.9,0.0,91.10000000000001,54.230000000000004,neg
1807, I'm white knuckling to make sure I work everyday so i can pay my bills (thank god I'm WFH) I look forward to my weekly D&amp;D games and my paycheck so that for two whole days I'm not broke.,16.7,4.2,79.2,61.91,neg
1808,"Now I know who to avoid although Iâ€™ve never heard of a single one of these businesses. Mostly holistic BS life coaches, WFH web designers, and real estate agents. Iâ€™ll bet these â€œbusinessesâ€ are just astroturfing.   ",0.0,6.2,93.7,-29.599999999999998,pos
1809,"RT  If you want to work in the social impact space, do reach out to me. There are multiple vacancies at Sattva Consulting (acâ€¦",9.8,0.0,90.2,10.27,neg
1810,"RT  Special S/O to all the parents  watching  ðŸ‘ðŸ½

My current setup ðŸ¤£ðŸ’—
 ",18.4,0.0,81.6,40.19,neg
1811,"The one thing I really love about my job is my bosses really let us do our WFH in the way we see fit. Need to be off early, a doctors appt, etc no problem",17.1,12.0,70.89999999999999,47.54,neg
1812,"RT  ""I left my job in the city in 2017 after struggling with the lack of flexibility in my senior role in the media and founâ€¦",7.9,16.7,75.4,-40.19,pos
1813,wfh is so dangerous for me like i am still doing my job but i really have to rein in my desire to fall into graphic design hell between things ;alghreuiojfsd,13.5,22.7,63.800000000000004,-68.04,pos
1814,I got the job and it is wfh and I am glad I preemptively ordered a cake for myself today. ðŸ’ƒðŸ½ðŸ’ƒðŸ½ðŸ’ƒðŸ½ðŸ°,15.8,0.0,84.2,45.879999999999995,neg
1815,"RT  Special S/O to all the parents  watching  ðŸ‘ðŸ½

My current setup ðŸ¤£ðŸ’—
 ",18.4,0.0,81.6,40.19,neg
1816,RT  HIRING: Security Engineer / Remote -      ,37.5,0.0,62.5,34.0,neg
1817," I am always in favour of a flexible system. Sometimes office, sometimes wfh based on convenience.",28.599999999999998,0.0,71.39999999999999,58.589999999999996,neg
1818,"RT  Great article in  earlier this week from our Divisional Director, Georgia SandomðŸ‘ŒðŸ¼

Do you agree that permanent ",29.2,0.0,70.8,76.5,neg
1819,RT  WFH job me please i cannot deal with this traffic everyday,18.7,0.0,81.3,31.819999999999997,neg
1820," Thank you! Yeah, same! Itâ€™s the one thing Iâ€™m really missing WFH",31.5,14.899999999999999,53.6,41.97,neg
1821,"My dad just texted me that the dog is eating leaves. I don't know what to do with this, as I'm currently two counties away. But cool. Must be nice to WFH, dad.",14.499999999999998,0.0,85.5,62.49,neg
1822,"Ever wonder why video meetings feel longer than in-person meetings? We look at some reasons in our latest blog post and why it's better to keep meetings shorter rather than longer!   

See our latest post here:  ",8.4,0.0,91.60000000000001,49.26,neg
1823,RT  WFH job me please i cannot deal with this traffic everyday,18.7,0.0,81.3,31.819999999999997,neg
1824," Jesus where tf do you live??? This used to happen to me and then I moved right down the street from the office. Although now itâ€™s all wfh, I donâ€™t have the excuse of being late anymore, other than internet issues of course...",4.3999999999999995,0.0,95.6,21.2,neg
1825,"Young professional here and I know WFH is great but I've just discovered water cooler talks ðŸ¤¯

Last week I spent an HOUR brainstorming social ideas with colleagues

Today I ran into my boss and convinced him to let me run a new ad in minutes

This place is magic ðŸ¤©
",11.899999999999999,0.0,88.1,72.69,neg
1826," well i wfh so i donâ€™t have to bust out the fancy shorts very often lol

i am definitely my own bonus blanket",41.6,0.0,58.4,88.53999999999999,neg
1827,RT  jongho was trying hard to scare mingi with his finger flicks but mingi looks so unbothered pls ðŸ˜­ðŸ˜­ sibling energy ,18.2,13.3,68.5,29.99,neg
1828,"RT  :""it's twice the number (of preorder) than the previous album ! 
How do you feel about breaking the record of album preordeâ€¦",7.000000000000001,0.0,93.0,15.110000000000001,neg
1829,"  I can give you some insight into a big Corp (Intâ€™l O&amp;G company). The initial schedule was Tu-Thur in office, Mon &amp; Fri WFH. Weâ€™re easing that to start so just going in 1 day a week starting 10/4.",5.6000000000000005,0.0,94.39999999999999,25.0,neg
1830,"RT  Love  Check out BRIGHT LIES.

What readers are saying:
â­ï¸â­ï¸â­ï¸â­ï¸â­ï¸""Intense 
â­ï¸â­ï¸â­ï¸â­ï¸â€¦",38.5,17.299999999999997,44.2,64.86,neg
1831,"RT  If you want to work in the social impact space, do reach out to me. There are multiple vacancies at Sattva Consulting (acâ€¦",9.8,0.0,90.2,10.27,neg
1832,"Learn some easy ways for stay at home Moms to make money: 

    ",20.9,0.0,79.10000000000001,44.04,neg
1833,These wfh jobs be it until you got that one customer who wonâ€™t stop calling ðŸ˜‚ðŸ˜‚ðŸ˜‚,0.0,12.8,87.2,-29.599999999999998,pos
1834,"RT  Today is my 1 year anniversary at  and I'm celebrating by taking the entire week off. 

Startups are hard, anâ€¦",16.0,6.1,77.9,51.06,neg
1835,Itâ€™s pretty cool to live in a world where itâ€™s possible to make a living doing what you enjoy. We may not all be at that point in our lives. With work and effort we can get to that point. ,19.900000000000002,0.0,80.10000000000001,82.71,neg
1836,RT  Dear god I feel so much for this man. That this discussion could even happen in private is one thing. For it to happen on TVâ€¦,16.400000000000002,0.0,83.6,57.19,neg
1837," Oh man, I remember watching a CNBC segment on small air travel for the wealthy and this guy made it clear that he is on to be the Everyman WFH Day Trader voice for viewers. Lmfao. He is Very proud of his ..perspective",24.5,0.0,75.5,89.99000000000001,neg
1838,"   I have a $ZM position making up 0.07% of my portfolio, just to remind me to regularly checking up on it

I think WFH will become long term trend, and great deflationary force",12.4,0.0,87.6,62.49,neg
1839,"RT  MARKETPLACE: WFH or
back to the office? Companies weigh the benefits between wasting their employees' time commuting versuâ€¦",11.700000000000001,12.1,76.2,-2.58,pos
1840," Possible, depending on how much is rotted. You can see the stump at the top of the leftmost trunk has a hole. It was rotting inside out apparently. Iâ€™m going to miss it. Great view from my upstairs WFH office. ",13.600000000000001,3.6999999999999997,82.8,64.86,neg
1841,"Special S/O to all the parents  watching  ðŸ‘ðŸ½

My current setup ðŸ¤£ðŸ’—
 ",19.7,0.0,80.30000000000001,40.19,neg
1842,"I think my employer is doing it right. We have several large campuses. The main one is 25,000 employees. To return to campus you MUST be vaccinated. Period. That said, vaccination is not mandatory. You can WFH if you are not vaccinated. That seems perfectly fair to me.",12.6,2.4,85.1,74.13,neg
1843,just got reminded i do not wfh tmr and have to go out early... it's ok everything will be fine haha,29.2,0.0,70.8,71.84,neg
1844, I donâ€™t wanna hear that new â€œWFHâ€ bs they ainâ€™t been working form and this shit ainâ€™t just started happening ðŸ˜‚,0.0,18.3,81.69999999999999,-64.28,pos
1845,"RT  Hi, I'm still hoping to speak to minorities who found wfh somewhat liberating after no longer having to deal with microagâ€¦",11.3,7.8,80.9,21.77,neg
1846,RT  Genuine question. What extraordinary efforts did teachers make? Did they not just WFH remotely like half the country? Anâ€¦,13.100000000000001,0.0,86.9,43.29,neg
1847,So Iâ€™ve been WFH the last six months and Iâ€™m about to take my first paid week vacation in my adult life ðŸ¥º This is a message for younger me that it gets better,8.3,0.0,91.7,44.04,neg
1848,"Setting up my work from area next to my stream area. So I can multi task on another level ðŸ˜ˆðŸ™ðŸ¾.

Stream tonight. Going hard in  to get my 200 win finally and hopefully! Donâ€™t forget to follow me on twitch! 

     ",15.6,7.3,77.10000000000001,69.88,neg
1849,My PC is back. No more iMac and no more WFH since I have to go back to the office everyday. ,0.0,20.599999999999998,79.4,-56.67,pos
1850,"RT  MARKETPLACE: WFH or
back to the office? Companies weigh the benefits between wasting their employees' time commuting versuâ€¦",11.700000000000001,12.1,76.2,-2.58,pos
1851,RT   My kids school is opened from next week. But 60% parents opted online. It's working well for my kid. So many parâ€¦,8.7,0.0,91.3,27.32,neg
1852,RT  wfh won. i joined the clock app. ,38.1,0.0,61.9,57.19,neg
1853,"RT  Wednesday Wisdom with Walter

If you are laying on the backpack it cannot be filled and taken to work - and mom cannotâ€¦",13.4,0.0,86.6,52.669999999999995,neg
1854,"RT  What is your favorite kind of coffee to have when starting your work day? â˜•ï¸ 
Hot, Iced, Black, Sweet?

Comment Below &amp;â€¦",23.200000000000003,0.0,76.8,74.76,neg
1855,"RT  What is your favorite kind of coffee to have when starting your work day? â˜•ï¸ 
Hot, Iced, Black, Sweet?

Comment Below &amp;â€¦",23.200000000000003,0.0,76.8,74.76,neg
1856," Ah contrary to my case

UCL aired on midnight &amp; 2am here, so it finished around 4am. Still need to stay awake til 5am for pray &amp; let my stomach digest snacks i munched during the match tho. Work starts at 8am, no longer WFH. So i often nap during lunch time at office pray room ðŸ˜†",7.8,3.6999999999999997,88.4,34.0,neg
1857,"@  Done FOR You Success with ONPASSIVE's AI that SHARES the Profits WITH You! Check Out ONPASSIVE with a Life Changing no-obligation FREE Guest Subscription!
      ",42.699999999999996,0.0,57.3,93.43,neg
1858,Iâ€™m tired as shit wfh and ainâ€™t did shit ðŸ˜…,0.0,59.099999999999994,40.9,-87.79,pos
1859,"I feel better, look better, and am ready for the second  challenge.

Goals: Adjust WFH schedule to hit 10k steps everyday.

Get to 12% body fat (estimated 15 lbs)

Explore further creatine and EAA's to further help me on my way to getting jacked.

LFG",26.200000000000003,0.0,73.8,88.85,neg
1860,"What is your favorite kind of coffee to have when starting your work day? â˜•ï¸ 
Hot, Iced, Black, Sweet?

Comment Below &amp; Share with a friend from work! â˜•ï¸ â˜•ï¸ 
   ",32.5,0.0,67.5,90.12,neg
1861,"The worst part of wfh is knowing you *should* call in sick but having the internal monologue of â€œWell, if Iâ€™m gonna lay in bed on tiktok all day I may as well just do it with my laptop next to meâ€",5.800000000000001,10.4,83.8,-26.169999999999998,pos
1862," I WFH about the half the time in the before, so I wonâ€™t be in all the time. But I would like to be in none of the time.",9.1,0.0,90.9,36.120000000000005,neg
1863,"*me making a conscious effort to stand on the days I wfh* 

my Apple WATCH: shut your mouth bitch",0.0,19.2,80.80000000000001,-58.589999999999996,pos
1864,"I have broke 3 chairs so far since WFH, I am currently shopping for my 4th",0.0,18.9,81.10000000000001,-42.15,pos
1865,WFH just makes me so fucking happy !!!!,43.7,0.0,56.3,75.35,neg
1866,im so grateful for the privilege of wfh so my boss cannot see me over here shaking &amp; throwing up every time i have to ask for help ðŸ˜­ðŸ˜­ ,24.8,5.0,70.19999999999999,77.78,neg
1867,TooDamnEasy Review â€“ Easy Money or Blatant Scam? | Best Affiliate Marketing Tools    ,35.9,18.7,45.5,52.669999999999995,neg
1868,Crying in the office just hits differently than ,0.0,30.7,69.3,-47.67,pos
1869,Anybody having a hard time adjusting from the WFH year to back in personâ€¦ or is it just me?,0.0,7.6,92.4,-10.27,pos
1870,I fasho need to WFH cause being in this office making my hoe levels increase,15.0,0.0,85.0,31.819999999999997,neg
1871,RT  Dropbox CEO argues that WFH has shown workers can avoid grueling commutes and can schedule work around their lives. The gâ€¦,0.0,19.400000000000002,80.60000000000001,-58.589999999999996,pos
1872,"WFH definitely has MANY benefits and we've done well to adapt, but I miss the kitchen chat and brews, I miss the lunch break walks, I miss the MANY laughs we had pre-pandemic. Excited to make up for lost time with the 505 family! ðŸ¥ºðŸ’•ðŸŽ®",23.599999999999998,15.9,60.5,64.19,neg
1873,"RT  Lot of assumptions- 
1. Many of those parents are ok to send kids
2. Parents like me are not vacationing, going out in puâ€¦",17.0,0.0,83.0,57.19,neg
1874, Esp now with a lot of ppl still on wfh. What is there to talk about? Lol,15.7,0.0,84.3,42.15,neg
1875," Oh I do hate the 400 though lol. Never will you see such a wretched hive of scum and villainy...

made the rare drive to the office today (normally I WFH in [REDACTED]), and man there are some crazy drivers in the morning",6.1,13.3,80.60000000000001,-51.06,pos
1876,"Heading back into the 505 office next week (Not full time, weâ€™re still mostly WFH) 

REALLY looking forward to seeing some colleagues who Iâ€™ve not spoken to face to face in over 18 months and meet some IRL for the first time. Definitely adapted but miss being around people ðŸ¥ºðŸŽ®â¤ï¸ ",3.5999999999999996,3.6999999999999997,92.80000000000001,-1.29,pos
1877,Iâ€™ll be here tomorrow unlike last Friday. I still gotta work tho. On the bright side since itâ€™s WFH im all prepared to multitask ,18.6,0.0,81.39999999999999,58.589999999999996,neg
1878,heading into another WFH winter and absolutely desperate for slipper recommendations,0.0,20.599999999999998,79.4,-38.04,pos
1879," There's an outage in your area

Weâ€™re working on it and it usually takes a couple of hours to fix things like this.

I am trying to WFH any idea on timescale for issue to be resolved please",16.5,0.0,83.5,67.05,neg
1880, Thanks!! Kl but now wfh hiks,33.6,0.0,66.4,36.82,neg
1881,Why wfh jobs tryna make ppl get vaccinated like whet,21.7,0.0,78.3,36.120000000000005,neg
1882,Iâ€™m wfh this week because I was with too many people in Nashville this weekend and what do you know EVERYTHING IS STILL GETTING COMPLETED ON TIME. Itâ€™s almost like those 3 in office days arenâ€™t necessary ðŸ¤¯,5.8999999999999995,0.0,94.1,29.75,neg
1883,"My wife: I love having you  Whenever I run out of toilet paper, I just yell downstairs for you to get me some.

Me: Maybe the  wasn't so bad!",25.2,0.0,74.8,84.32,neg
1884,"Save over 70% when you purchase a Rocada Magnetic Dry Erase Board. Liven up your workspace, office, or home. Grab one before they're gone! 

           ",13.700000000000001,0.0,86.3,54.11,neg
1885," Moved cross country out of the bay to somewhere thatâ€™s much cheaper. Trust me, Iâ€™d do anything to be out there. Iâ€™m sure thereâ€™s others who did the same especially with WFH being a thing",14.899999999999999,0.0,85.1,68.08,neg
1886,"Iâ€™m so ready for fall &amp; fall weather but this weather (40 and rain) has my joints all achy. So, Iâ€™ll be cuddled under my heated blanket all day in bed. This is where wfh or adjustable schedule can be so helpful for people with disabilities. (Gif of women in bed under blankets) ",11.799999999999999,0.0,88.2,77.96,neg
1887,"According to a report from business insider employees of tech companies are rejecting the idea of getting paid according to where they live. 
What solution can you suggest to this problem?
   ",6.5,17.299999999999997,76.2,-58.93000000000001,pos
1888,"  not everyone. mass transit riders will be fine, as will WFH, those who can shorten commute, etc. less traffic delays may mean more working hours for some

road use costs money. users should pay those costs 

what we should fight for is returning those fees in form of lower taxes",3.3000000000000003,11.5,85.2,-52.669999999999995,pos
1889, Yes exactly! And a lot of people have planned â€œwfh elsewhereâ€ vacations,23.0,0.0,77.0,45.739999999999995,neg
1890,"RT   Have been working like this for a year &amp; a half, right? Win a gift voucher from Amazon worth Rs. 2500.â€¦",47.8,0.0,52.2,89.57000000000001,neg
1891," Even though I have been working for 5 years, I still make some mistakes at work. Making mistakes is the best way to learn.
I started watching Sumire's stream during WFH last December. Your stream always cheer me up. I'll wait for your return, hoping you can get better!",23.5,8.7,67.80000000000001,85.88,neg
1892, I always thought this of a former boss who resented anyone asking to WFH despite us being demonstratively more productive,0.0,13.3,86.7,-38.18,pos
1893," Is the WFH plan need any base plan? Can I use the internet with the WFH plan if I do not have any active base plan?
",0.0,10.2,89.8,-38.550000000000004,pos
1894,RT   from  Wednesday wisdom! Spirit of Tarot advice: do not gamble on your friendship.    ,43.0,0.0,56.99999999999999,80.7,neg
1895,RT  ðŸ¾afternoon pals ðŸ˜Š Mes a very happy pupster today as mums WFH ðŸ‘©ðŸ»â€ðŸ’»ðŸ˜â€¦. so mes can get in da garden &amp; catch a butz ofâ˜€ï¸ðŸ˜Š ( excuâ€¦,14.299999999999999,0.0,85.7,61.150000000000006,neg
1896,"Iâ€™m grateful to have a job but I donâ€™t think this one is for me ðŸŒš
Working in vawg wrecked my MH and that too wfh during a pandemic. However I think thatâ€™s where my passion will always remain. Maybe if I can get into something similar just not frontline work ðŸ¥²",11.799999999999999,0.0,88.2,71.84,neg
1897, Feels like a concession that the Telegraph are conceding that people WfH are awake and not napping through the day...,12.2,0.0,87.8,36.120000000000005,neg
1898,"Reasons To Join Wealthy Affiliate, Affiliate Marketing Training    ",43.9,0.0,56.10000000000001,57.19,neg
1899," Hope it went well, I was WFH today, I miss the office too when Iâ€™m not in. We donâ€™t have a desk every day :(",18.2,16.400000000000002,65.5,12.8,neg
1900,RT  Read this exclusive interview with our  speaker  from Lifestyle First here ðŸ‘‰ ,11.899999999999999,0.0,88.1,15.93,neg
1901, Wfh has increased the attack surface for companies as there is a reliance on the end user to properly secure their home network.(Used to be ITs job) These home networks are running really old modems/routers with remote cves. Where do we draw the line here?,9.3,6.4,84.39999999999999,10.27,neg
1902,"RT  Ready, Set, Zoom     ",45.5,0.0,54.50000000000001,36.120000000000005,neg
1903,"RT  Wednesday Wisdom with Walter

If you are laying on the backpack it cannot be filled and taken to work - and mom cannotâ€¦",13.4,0.0,86.6,52.669999999999995,neg
1904, Please don't politicized WFH. (Lol),36.5,0.0,63.5,31.819999999999997,neg
1905,"RT  RATE 1-100 FOR MY OUTFIT WFH TODAY ðŸŒ¹ðŸ˜Š

Give love atau RT yah sygðŸ˜ŠðŸŒ¹ ",23.1,0.0,76.9,63.690000000000005,neg
1906,The excuses have run out few believe WFH full time is either necessary or desirable unless of course you are one of the CS sat in his / her front room in PJs and a mug of teamâ€¦Back to the office    ,5.7,0.0,94.3,31.819999999999997,neg
1907,"Great article in  earlier this week from our Divisional Director, Georgia SandomðŸ‘ŒðŸ¼

Do you agree that permanent  could affect people realising their full potential? 

",23.1,0.0,76.9,76.5,neg
1908,  At least the benefit of WFH... is they don't show up at your desk when you ignore the messages. ðŸ˜‚,12.8,10.6,76.6,12.8,neg
1909,"With the increase of video calls, social media scrolling, and WFH, it's so important to check in with your mental health ðŸ¤—  ",18.9,0.0,81.10000000000001,56.699999999999996,neg
1910,Baby I donâ€™t ever wanna go in an office again. WFH me please.,17.299999999999997,0.0,82.69999999999999,31.819999999999997,neg
1911,my strategy to avoid stress while wfh is having jin in every line of sight and so far itâ€™s working ,0.0,21.7,78.3,-61.24000000000001,pos
1912,"RT  ðŸŒ³ðŸ‚ðŸðŸƒColourful Autumn Leaves In WaterðŸƒðŸðŸ‚ðŸŒ³
  

Improve Memory Meditation Music (Isochronâ€¦",22.5,0.0,77.5,44.04,neg
1913,"Chic Textile Leather Label
For More : 

                      ",29.599999999999998,0.0,70.39999999999999,27.32,neg
1914,"What nobody talks about WFH is how messy everything gets, all of the time. Before, if my flat was a mess, I'd be in the office all day anyway. If my desk was a mess, I'd be going home soon. NOW, nothing is ever tidy no matter how hard I try and I am slowly going insane ðŸ¥²",1.7999999999999998,22.3,75.9,-89.34,pos
1915,Thatâ€™s not even a hard question to answer. All you have to say without giving too much info is that it went well. If you want the convo to end then donâ€™t ask a follow-up question about their weekend or the typical â€œyou?â€ thing we do. Yâ€™all do need to WFH. Sheesh lol,13.5,3.6999999999999997,82.8,53.620000000000005,neg
1916,  I love remote work because half my job is heads-down UI design. I feel bad for people who's work is mostly meetings. Devs and designers seem to love the wfh life though.,21.6,9.0,69.39999999999999,70.96000000000001,neg
1917,"I am absolutely in love with my supervisor, theyâ€™re so sweet and understanding. and I get to wfh again because cramps are slowly trying to assassinate me ",26.6,0.0,73.4,85.35000000000001,neg
1918,"RT  Our dream WFH attire ðŸ˜

During the C.17th, the introduction of the Japanese kimono to Western society popularised the desire fâ€¦",26.400000000000002,0.0,73.6,70.03,neg
